circuit,tournament,country,year,date,gender,match_num,w_player1,w_p1_birthdate,w_p1_age,w_p1_hgt,w_p1_country,w_player2,w_p2_birthdate,w_p2_age,w_p2_hgt,w_p2_country,w_rank,l_player1,l_p1_birthdate,l_p1_age,l_p1_hgt,l_p1_country,l_player2,l_p2_birthdate,l_p2_age,l_p2_hgt,l_p2_country,l_rank,score,duration,bracket,round,w_p1_tot_attacks,w_p1_tot_kills,w_p1_tot_errors,w_p1_tot_hitpct,w_p1_tot_aces,w_p1_tot_serve_errors,w_p1_tot_blocks,w_p1_tot_digs,w_p2_tot_attacks,w_p2_tot_kills,w_p2_tot_errors,w_p2_tot_hitpct,w_p2_tot_aces,w_p2_tot_serve_errors,w_p2_tot_blocks,w_p2_tot_digs,l_p1_tot_attacks,l_p1_tot_kills,l_p1_tot_errors,l_p1_tot_hitpct,l_p1_tot_aces,l_p1_tot_serve_errors,l_p1_tot_blocks,l_p1_tot_digs,l_p2_tot_attacks,l_p2_tot_kills,l_p2_tot_errors,l_p2_tot_hitpct,l_p2_tot_aces,l_p2_tot_serve_errors,l_p2_tot_blocks,l_p2_tot_digs
AVP,St. Petersburg,United States,2014,2014-05-29,M,15,Adam Roberts,1976-01-25,38.3408624,73,United States,Matt Prosser,1978-11-27,35.5017112,79,United States,10,Hudson Bates,1985-03-11,29.2156057,77,United States,Mark Burik,1985-08-12,28.7939767,75,United States,"15, Q5","21-18, 21-18",00:56:00,Contender's Bracket,Round 1,37,18,6,0.324,0,0,0,15,9,5,0,0.556,0,3,2,1,39,18,7,0.282,1,4,2,3,14,6,2,0.286,1,4,0,11
FIVB,Moscow,Russia,2017,2017-05-31,W,54,Larissa Franca,1982-04-14,35.1293634,69,Brazil,Talita Antunes,1982-08-29,34.7542779,71,Brazil,1,Agatha Bednarczuk,1983-06-22,33.9411362,72,Brazil,"Eduarda ""Duda"" Lisboa",1998-08-01,18.8309377,72,Brazil,4,"23-21, 18-21, 15-10",00:43:00,Semifinals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Atlanta,United States,2007,2007-06-07,W,23,Kelly Wing,1983-08-13,23.816564,70,United States,Whitney Pavlik,1983-11-03,23.5920602,72,United States,"22, Q7",Ashley Regner,1975-06-17,31.9726215,64,United States,Kyra Lancon,1982-07-02,24.9308693,72,United States,Q23,"23-25, 24-22, 15-7",01:06:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Lucerne,Switzerland,2018,2018-05-09,M,10,Kacper Kujawiak,1994-05-02,24.019165,74,Poland,Maciej Rudol,1993-06-27,24.8651608,77,Poland,21,Julian Horl,1992-03-04,26.1793292,77,Austria,Tobias Winter,1993-10-16,24.5612594,75,Austria,12,"22-24, 23-21, 15-13",00:51:00,Pool E,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Fort Lauderdale,United States,2010,2010-04-16,W,35,Carrie Wright,1976-03-20,34.072553,NA,United States,Kim Whitney,1977-04-04,33.0321697,73,United States,"30, Q31",Beth Van Fleet,1977-06-27,32.8021903,72,United States,Heather Lowe,1975-04-13,35.008898,72,United States,19,"22-24, 21-18, 16-14",01:00:00,Contender's Bracket,Round 1,142,23,4,0.134,1,3,0,10,34,16,5,0.324,2,6,1,11,48,24,4,0.417,1,5,1,16,27,12,5,0.259,1,3,1,6
AVP,Long Beach,United States,2007,2007-07-19,W,53,Angela Bryan,1977-07-13,30.0150582,69,United States,Lisa Fitzgerald,1981-09-10,25.853525,74,United States,"29, Q3",Kristi Martin,1979-01-09,28.5229295,69,United States,Laurel Miller,1973-10-11,33.7686516,73,United States,Q19,"18-21, 21-10, 15-9",00:55:00,Qualifier Bracket,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,The Hague,Netherlands,2017,2017-06-14,W,30,Ekaterina Birlova,1987-08-11,29.8425736,71,Russia,Olga Motrich,1988-07-18,28.9062286,75,Russia,26,Marta Menegatti,1990-08-16,26.8281999,71,Italy,Rebecca Perry,1988-12-29,28.4572211,74,Italy,23,"21-17, 21-17",00:36:00,Pool G,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Madrid,Spain,2002,2002-06-05,W,22,Leila Barros,1971-09-30,30.6803559,70,Brazil,Sandra Pires,1973-06-16,28.9691992,69,Brazil,19,Arcadia Keane,1970-06-03,32.0054757,70,United States,Tatiana Barrera,1981-05-09,21.0732375,70,France,"30, Q11","21-15, 21-12",00:33:00,Pool C,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Mallorca,Spain,2008,2008-09-02,M,36,Alexander Horst,1982-12-20,25.7029432,73,Austria,Florian Gosch,1980-08-16,28.0465435,77,Austria,13,Fabien Dugrip,1976-03-29,32.4298426,75,France,Yannick Salvetti,1980-08-04,28.0793977,78,France,19,"21-19, 21-18",00:50:00,Contender's Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Phuket,Thailand,2013,2013-10-29,W,43,Chen Xue,1989-02-18,24.6926762,75,China,Xinyi Xia,1997-01-14,16.788501,72,China,11,Brooke Sweat,1986-03-27,27.5920602,68,United States,Jennifer Kessy,1977-07-31,36.2464066,72,United States,6,"13-21, 22-20, 15-11",00:53:00,Pool F,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Doha,Qatar,2019,2019-03-11,M,3,Grzegorz Fijalek,1987-05-11,31.8329911,73,Poland,Michal Bryl,1994-10-09,24.4188912,78,Poland,2,Assam Mahmoud,1987-02-20,32.0520192,NA,Qatar,Tamer Abdelrasoul,1983-07-01,35.6933607,NA,Qatar,31,"21-12, 21-16",00:34:00,Pool B,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Miami,United States,2007,2007-04-13,M,7,Tim Ryan,1978-08-26,28.6297057,72,United States,Travis Schoonover,1982-12-10,24.3394935,75,United States,Q40,Shane Nelson,1988-07-17,18.7378508,77,United States,Vince Zanzucchi,1983-05-15,23.9123888,74,United States,Q25,"17-21, 21-19, 15-12",01:07:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Stare Jablonki,Poland,2014,2014-08-19,W,32,Kinga Kolosinska,1990-06-02,24.2135524,70,Poland,Monika Brzostek,1989-07-28,25.0595483,68,Poland,9,Julia Grossner,1988-05-04,26.2915811,70,Germany,Victoria Bieneck,1991-03-26,23.4004107,72,Germany,"25, Q3","21-16, 21-16",00:31:00,Pool H,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Prague,Czech Republic,2011,2011-05-17,M,52,Janis Smedins,1987-07-31,23.7946612,75,Latvia,Martins Plavins,1985-05-08,26.0232717,75,Latvia,8,Alexander Likholetov,1987-03-04,24.202601,81,Russia,Yaroslav Koshkarev,1985-05-21,25.9876797,76,Russia,22,"21-18, 21-16",00:31:00,Contender's Bracket,Round 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Beijing,China,2012,2012-05-07,W,11,Madelein Meppelink,1989-11-29,22.4366872,72,Netherlands,Sophie van Gestel,1991-06-29,20.8569473,71,Netherlands,"24, Q11",Inese Jursone,1981-11-13,30.4804928,71,Latvia,Inguna Minusa,1977-08-17,34.7214237,69,Latvia,Q22,"21-13, 21-17",00:36:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Marseille,France,2006,2006-07-04,W,62,Juliana Felisberta,1983-07-22,22.9514031,70,Brazil,Larissa Franca,1982-04-14,24.2217659,69,Brazil,1,Adriana Behar,1969-02-14,37.3826146,71,Brazil,Shelda Bede,1973-01-01,33.5030801,65,Brazil,3,"21-19, 25-23",00:55:00,Gold Medal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Stavanger,Norway,2002,2002-07-03,M,64,Emanuel Rego,1973-04-15,29.2156057,75,Brazil,Tande Ramos,1970-03-20,32.2874743,78,Brazil,1,Jose Loiola,1970-03-28,32.2655715,76,Brazil,Ricardo Santos,1975-01-06,27.4880219,79,Brazil,4,"22-20, 18-21, 19-17",01:04:00,Gold Medal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Mason,United States,2005,2005-06-30,W,42,Mimi Amaral,1977-11-16,27.6194387,72,Brazil,Tatiana Minello,1970-03-01,35.3319644,66,Brazil,4,Carrie Dodd,1974-05-19,31.1156742,72,United States,Leanne McSorley,1973-02-07,32.3915127,68,United States,6,"22-20, 21-14",00:44:00,Contender's Bracket,Round 5,14,8,2,0.429,2,1,2,2,22,10,2,0.364,1,0,0,12,20,6,4,0.1,2,0,4,10,10,6,0,0.6,0,0,0,4
FIVB,Moscow,Russia,2016,2016-05-24,W,51,Madelein Meppelink,1989-11-29,26.4832307,72,Netherlands,Marleen Van Iersel,1988-01-07,28.3778234,71,Netherlands,7,Anouk Verg̩-D̩pr̩,1992-02-11,24.2819986,73,Switzerland,Isabelle Forrer,1982-03-28,34.1574264,70,Switzerland,14,"21-11, 21-16",00:31:00,Winner's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Baden,Austria,2018,2018-06-14,W,24,Cinja Tillmann,1991-07-13,26.9212868,69,Germany,Teresa Mersmann,1990-04-18,28.1560575,72,Germany,2,Inna Makhno,1994-10-15,23.6632444,70,Ukraine,Iryna Makhno,1994-10-15,23.6632444,70,Ukraine,3,"21-18, 24-22",00:34:00,Winner's Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,The Hague,Netherlands,2019,2019-01-02,M,43,Ilya Leshukov,1995-12-27,23.0171116,73,Russia,Konstantin Semenov,1989-06-09,29.5660507,83,Russia,5,Alex Ranghieri,1987-06-18,31.5427789,78,Italy,Marco Caminati,1992-09-23,26.275154,75,Italy,13,"21-16, 21-14",00:34:00,Winner's Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,New York,United States,2018,2018-06-07,M,26,Michael Boag,1989-12-27,28.4435318,NA,United States,Skylar del Sol,1990-10-10,27.6577687,NA,United States,Q26,Brandon Joyner,1988-08-12,29.8179329,NA,United States,John-Michael Plummer,1990-03-28,28.1943874,NA,United States,Q39,"22-20, 21-11",00:36:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Austin,United States,2017,2017-05-18,M,68,Justin Phipps,1978-05-09,39.0253251,74,United States,Sterling Perkins,1993-07-21,23.8247775,NA,United States,Q49,Jay Johnson,1987-08-23,29.7357974,75,United States,Romeo Garcia,1984-10-30,32.5475702,NA,United States,Q16,"21-17, 21-19",00:46:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Bali,Indonesia,2005,2005-09-14,W,37,Chiaki Kusuhara,1975-11-01,29.8699521,69,Japan,Satoko Urata,1980-12-22,24.7282683,69,Japan,14,Karin Lundqvist,1981-10-05,23.9425051,74,Sweden,Sara Uddstahl,1976-05-17,29.3278576,68,Sweden,"20, Q3","21-19, 19-21, 15-5",00:56:00,Contender's Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Moscow,Russia,2017,2017-05-31,M,16,Jakub Szalankiewicz,1989-05-03,28.0766598,75,Poland,Maciej Rudol,1993-06-27,23.926078,77,Poland,24,Bartosz Losiak,1992-05-14,25.045859,75,Poland,Piotr Kantor,1992-05-03,25.0759754,79,Poland,9,"22-20, 21-19",00:44:00,Pool H,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Austin,United States,2019,2019-05-16,W,60,Kimberly Hildreth,1991-01-21,28.3148528,NA,United States,Sarah Schermerhorn,1988-11-23,30.4750171,NA,United States,"14, Q7",Payton Rund,1996-12-30,22.3737166,NA,United States,Sara Putt,1996-11-06,22.5215606,70,United States,Q31,"18-21, 23-21, 15-11",NA,Qualifier Bracket,Round 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Gran Canaria,Spain,2001,2001-07-04,W,24,Barbra Fontana,2065-09-08,35.8193018,66,United States,Elaine Youngs,1970-02-14,31.3839836,72,United States,2,Eva Celbova Rysava,1975-03-08,26.3244353,73,Czech Republic,Sona Novakova,1975-10-06,25.744011,73,Czech Republic,15,"21-14, 19-21, 24-22",01:01:00,Winner's Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Las Vegas,United States,2018,2018-10-16,W,25,Emily Stockman,1988-06-06,30.3600274,72,United States,Kelley Larsen,1992-05-03,26.4531143,74,United States,5,Josemari Alves,1979-01-31,39.70705,68,Brazil,Liliane Maestrini,1987-10-26,30.973306,73,Brazil,21,"21-10, 15-21, 15-8",00:38:00,Pool E,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Manhattan Beach,United States,2019,2019-08-15,W,29,Alix Klineman,1989-12-30,29.6235455,77,United States,April Ross,1982-06-20,37.1526352,73,United States,1,Kelly Reeves,1992-04-08,27.3511294,72,United States,Terese Cannon,1995-10-01,23.871321,75,United States,5,"21-19, 19-21, 15-11",01:02:00,Winner's Bracket,Round 4,33,15,3,0.364,0,6,3,5,40,21,7,0.35,3,4,0,15,30,11,2,0.3,1,0,0,11,38,17,9,0.211,1,5,1,9
FIVB,Rio de Janeiro,Brazil,2015,2015-09-02,W,24,"Eduarda ""Duda"" Lisboa",1998-08-01,17.0869268,72,Brazil,Elize Maia,1984-10-20,30.8665298,72,Brazil,"17, Q2",Danielle  Neves,1985-08-22,30.0287474,NA,Brazil,Fernanda Nunes,1990-02-19,25.5331964,NA,Brazil,Q18,"21-17, 21-11",00:29:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Osaka,Japan,2005,2005-05-25,W,14,Tatiana Barrera,1981-05-09,24.0438056,70,France,Virginie Sarpaux,1977-06-12,27.9507187,76,France,Q10,Ayako Inoue,1976-02-15,29.2731006,NA,Japan,Yuko Nakabayashi,1975-08-26,29.7467488,67,Japan,Q23,"21-10, 21-16",00:30:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Rubavu,Rwanda,2019,2019-08-21,M,16,Kjetil Tellnes,1995-06-29,24.1451061,74,Norway,Ragnar Iversen,1979-08-06,40.0410678,75,Norway,"12, Q3",Takahashi Masafumi,1998-01-01,21.6344969,75,Japan,Toshiharu Kojima,1983-02-17,36.5065024,NA,Japan,13,"21-15, 21-7",00:29:00,Pool D,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Myslowice,Poland,2008,2008-09-02,W,43,Sona Novakova,1975-10-06,32.9089665,73,Czech Republic,Tereza Tobiasova,1974-04-10,34.3983573,70,Czech Republic,"3, Q3",Laura Ludwig,1986-01-13,22.6365503,70,Germany,Sara Niedrig,1984-05-21,24.2847365,71,Germany,6,"21-19, 21-16",00:40:00,Winner's Bracket,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Long Beach,United States,2007,2007-07-19,W,18,Angela Lewis,1978-03-05,29.3716632,71,United States,Priscilla Piantadosi-Lima,1979-12-19,27.5811088,71,Brazil,9,Lauren Fendrick,1982-03-20,25.3305955,75,United States,Tammy Leibl,2065-03-06,42.3682409,71,United States,8,"21-17, 21-17",00:40:00,Winner's Bracket,Round 2,31,19,3,0.516,1,1,1,9,20,13,1,0.6,0,0,1,9,39,23,1,0.564,0,1,2,3,15,4,5,-0.067,2,2,0,11
FIVB,Itapema,Brazil,2018,2018-05-16,W,54,Anouk Verge-Depre,1992-02-11,26.2587269,73,Switzerland,Joana Heidrich,1991-10-02,26.6201232,75,Switzerland,11,Brandie Wilkerson,1992-07-01,25.8726899,70,Canada,Heather Bansley,1987-09-13,30.6721424,67,Canada,9,"15-21, 21-15, 15-13",00:50:00,Semifinals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Espinho,Portugal,2004,2004-06-02,M,48,Pedro Cunha,1983-06-10,20.9801506,74,Brazil,Rogerio 'Para' Ferreira,1973-09-13,30.7186858,75,Brazil,"18, Q4",Kristjan Kais,1976-03-03,28.2491444,74,Estonia,Rivo Vesik,1980-07-15,23.8822724,78,Estonia,"24, Q1","21-14, 21-18",00:39:00,Contender's Bracket,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Chicago,United States,2007,2007-08-02,W,53,Lauren Fendrick,1982-03-20,25.3689254,75,United States,Tammy Leibl,2065-03-06,42.4065708,71,United States,5,Dianne DeNecochea,2067-11-16,39.7097878,76,United States,Logan Tom,1981-05-25,26.1875428,73,United States,2,"21-19, 16-21, 16-14",01:02:00,Contender's Bracket,Round 4,50,28,5,0.46,0,1,2,8,24,10,7,0.125,2,1,0,16,28,17,2,0.536,1,2,4,8,41,21,3,0.439,0,4,1,13
FIVB,Huntington Beach,United States,2018,2018-05-01,M,12,Enrico Rossi,1993-06-27,24.843258,77,Italy,Marco Caminati,1992-09-23,25.6016427,75,Italy,27,Ed Ratledge,1976-12-16,41.3716632,80,United States,Eric Zaun,1993-06-28,24.8405202,75,United States,38,"21-15, 21-10",00:32:00,Winner's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Shanghai,China,2010,2010-05-04,W,34,Brooke Niles,1981-03-11,29.1471595,68,United States,Lisa Fitzgerald,1981-09-10,28.6461328,74,United States,Q17,Jana Kohler,1986-01-11,24.3093771,70,Germany,Julia Sude,1987-09-02,22.6694045,73,Germany,Q16,"22-20, 21-12",00:37:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Fort Lauderdale,United States,2003,2003-04-04,W,45,Kerri Walsh Jennings,1978-08-15,24.6351814,75,United States,Misty May-Treanor,1977-07-30,25.6783025,69,United States,2,Elaine Youngs,1970-02-14,33.1334702,72,United States,Holly McPeak,1969-05-15,33.8863792,67,United States,1,"21-15, 19-21, 15-12",00:58:00,Finals,NA,21,15,NA,0.714,0,NA,3,2,40,25,NA,0.625,1,NA,0,12,32,18,NA,0.563,1,NA,4,1,33,12,NA,0.364,1,NA,0,14
FIVB,Las Vegas,United States,2018,2018-10-16,W,8,Niina Ahtiainen,1997-04-11,21.5140315,72,Finland,Riikka Lehtonen,1979-07-24,39.2306639,72,Finland,20,Chen Xue,1989-02-18,29.6563997,75,China,Fan Wang,1994-01-27,24.7173169,74,China,13,"21-15, 21-17",00:35:00,Pool D,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Mallorca,Spain,2001,2001-09-12,M,47,Jonas Reckermann,1979-05-26,22.2997947,79,Germany,Markus Dieckmann,1976-01-07,25.6810404,74,Germany,13,Dmitry Karasev,1970-03-01,31.5345654,78,Russia,Pavel Zaitsev,1979-01-11,22.6694045,76,Russia,6,Forfeit or other,NA,Contender's Bracket,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Yokohama,Japan,2015,2015-07-21,W,43,Heather Bansley,1987-09-13,27.8521561,67,Canada,Sarah Pavan,1986-08-16,28.9281314,77,Canada,6,Kira Walkenhorst,1990-11-18,24.6707734,72,Germany,Laura Ludwig,1986-01-13,29.5167693,70,Germany,11,"18-21, 21-16, 15-8",00:48:00,Pool F,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Fuzhou,China,2016,2016-04-20,W,6,Katharina Schutzenhofer,1993-09-22,22.5763176,69,Austria,Lena Plesiutschnig,1993-10-04,22.5434634,72,Austria,Q12,Jingjing Ding,1990-09-02,25.6317591,72,China,Xinxin Wang,1998-04-02,18.0506502,74,China,Q21,"21-14, 23-21",00:38:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Klagenfurt,Austria,2010,2010-07-26,W,39,Misty May-Treanor,1977-07-30,32.9883641,69,United States,Nicole Branagh,1979-01-31,31.4825462,74,United States,4,Hana Skalnikova,1982-03-29,28.3258042,72,Czech Republic,Lenka Hajeckova,1978-04-18,32.2710472,68,Czech Republic,13,"19-21, 21-14, 15-6",00:46:00,Pool D,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Budva,Serbia,2004,2004-05-26,M,51,Benjamin Insfran,1972-04-14,32.1149897,77,Brazil,Marcio Araujo,1973-10-12,30.6201232,76,Brazil,2,Sean Scott,1973-06-29,30.9075975,77,United States,Todd Rogers,1973-09-30,30.6529774,74,United States,14,"23-21, 21-23, 15-13",01:12:00,Contender's Bracket,Round 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Long Beach,United States,2014,2014-07-22,M,16,Alvaro Filho,1990-11-27,23.6495551,73,Brazil,Ricardo Santos,1975-01-06,39.5400411,79,Brazil,9,Cheng Chen,1986-12-21,27.5838467,77,China,Jian Li,1985-03-21,29.3360712,76,China,"24, Q2","21-14, 18-21, 15-7",00:49:00,Pool H,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Hermosa Beach,United States,2005,2005-07-21,W,19,Caroline Watson,1982-09-23,22.825462,72,United States,Dana Rothman,1975-12-27,29.5660507,70,United States,Q46,Jean Mathews,NA,NA,69,United States,Nicole Midwin,1978-06-05,27.1266256,72,United States,Q19,"16-21, 21-17, 15-8",01:04:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Zagreb,Croatia,2007,2007-06-05,M,52,Katsuhiro Shiratori,1976-10-29,30.5982204,75,Japan,Kentaro Asahi,1975-09-19,31.7097878,78,Japan,"26, Q13",Jose Pedrosa,1978-02-28,29.2648871,74,Portugal,Pedro Rosas,1979-09-11,27.7316906,76,Portugal,Q4,"21-14, 21-10",00:38:00,Qualifier Bracket,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
